type,id,name,campus,district,county,overall,overall_score,1_achievement,1_achievement_score,2_progress,2_progress_score,3_gaps,3_gaps_score,student_pop,esc_region,region,perc_econ_disadvantage,type_detail,absolute_url
campus,57819001.0,JEAN MASSIEU ACADEMY,JEAN MASSIEU ACADEMY,Jean Massieu Academy,Dallas,B,81,C,70,B,83,C,76,195,10,REGION 10: RICHARDSON,95.9%,Elem/Secondary,/districts/jean-massieu-academy/jean-massieu-academy/
district,57827.0,NOVA ACADEMY SOUTHEAST,,Nova Academy Southeast,Dallas,B,82,C,71,B,84,C,76,616,10,REGION 10: RICHARDSON,88.8%,District,/districts/nova-academy-southeast/
campus,57827101.0,NOVA ACADEMY CEDAR HILL,NOVA ACADEMY CEDAR HILL,Nova Academy Southeast,Dallas,C,76,D,69,C,76,Not rated,.,68,10,REGION 10: RICHARDSON,94.1%,Elementary,/districts/nova-academy-southeast/nova-academy/
campus,57827102.0,NOVA ACADEMY PRICHARD,NOVA ACADEMY PRICHARD,Nova Academy Southeast,Dallas,C,76,C,70,C,77,C,73,548,10,REGION 10: RICHARDSON,88.1%,Elementary,/districts/nova-academy-southeast/nova-academy-prichard/
district,57828.0,WINFREE ACADEMY CHARTER SCHOOLS,,Winfree Academy Charter Schools,Dallas,C,76,B,82,D,66,D,62,"1,314",10,REGION 10: RICHARDSON,54.2%,District,/districts/winfree-academy-charter-schools/
campus,57828001.0,WINFREE ACADEMY CHARTER SCHOOL (IR,WINFREE ACADEMY CHARTER SCHOOL (IR,Winfree Academy Charter Schools,Dallas,D,66,C,78,D,62,F,30,167,10,REGION 10: RICHARDSON,52.7%,High School,/districts/winfree-academy-charter-schools/winfree-academy-charter-school-irving/
campus,57828002.0,WINFREE ACADEMY CHARTER SCHOOL (LE,WINFREE ACADEMY CHARTER SCHOOL (LE,Winfree Academy Charter Schools,Dallas,D,68,B,84,F,58,F,30,161,10,REGION 10: RICHARDSON,50.9%,High School,/districts/winfree-academy-charter-schools/winfree-academy-charter-school-lewisville/
campus,57828003.0,WINFREE ACADEMY CHARTER SCHOOL (RI,WINFREE ACADEMY CHARTER SCHOOL (RI,Winfree Academy Charter Schools,Dallas,C,79,B,83,D,68,C,71,287,10,REGION 10: RICHARDSON,41.8%,High School,/districts/winfree-academy-charter-schools/winfree-academy-charter-school-richardson/
campus,57828004.0,WINFREE ACADEMY CHARTER SCHOOL - G,WINFREE ACADEMY CHARTER SCHOOL - G,Winfree Academy Charter Schools,Dallas,D,69,B,83,B,80,F,30,307,10,REGION 10: RICHARDSON,66.4%,High School,/districts/winfree-academy-charter-schools/winfree-academy-charter-school-grapevine/
campus,57828005.0,WINFREE ACADEMY NORTH RICHLAND HIL,WINFREE ACADEMY NORTH RICHLAND HIL,Winfree Academy Charter Schools,Dallas,D,65,B,80,C,75,F,30,257,10,REGION 10: RICHARDSON,51.4%,High School,/districts/winfree-academy-charter-schools/winfree-academy-north-richland-hills/
campus,57828006.0,WINFREE ACADEMY CHARTER SCHOOL DAL,WINFREE ACADEMY CHARTER SCHOOL DAL,Winfree Academy Charter Schools,Dallas,D,62,C,76,C,71,F,30,135,10,REGION 10: RICHARDSON,63.7%,High School,/districts/winfree-academy-charter-schools/winfree-academy-charter-school-dallas/
district,57829.0,A+ ACADEMY,,A+ Academy,Dallas,C,79,C,76,B,80,C,75,"1,409",10,REGION 10: RICHARDSON,90.1%,District,/districts/a-academy/
campus,57829001.0,A+ ACADEMY EL,A+ ACADEMY EL,A+ Academy,Dallas,D,61,F,57,D,62,F,58,823,10,REGION 10: RICHARDSON,90.6%,Elementary,/districts/a-academy/a-academy/
campus,57829002.0,A+ SECONDARY SCHOOL,A+ SECONDARY SCHOOL,A+ Academy,Dallas,B,83,C,78,B,85,C,78,586,10,REGION 10: RICHARDSON,89.4%,High School,
district,57830.0,INSPIRED VISION ACADEMY,,Inspired Vision Academy,Dallas,C,74,C,72,C,76,C,70,"1,353",10,REGION 10: RICHARDSON,93.9%,District,/districts/inspired-vision-academy/
campus,57830001.0,INSPIRED VISION ACADEMY EL,INSPIRED VISION ACADEMY EL,Inspired Vision Academy,Dallas,D,66,D,62,D,69,F,59,778,10,REGION 10: RICHARDSON,93.7%,Elementary,/districts/inspired-vision-academy/inspired-vision-academy-elementary-school/
campus,57830002.0,INSPIRED VISION ACADEMY SECONDARY,INSPIRED VISION ACADEMY SECONDARY,Inspired Vision Academy,Dallas,C,72,C,72,C,75,D,66,575,10,REGION 10: RICHARDSON,94.3%,High School,/districts/inspired-vision-academy/inspired-vision-academy-middle-school/
district,57831.0,GATEWAY CHARTER ACADEMY,,Gateway Charter Academy,Dallas,C,72,D,68,C,73,D,68,758,10,REGION 10: RICHARDSON,90.8%,District,/districts/gateway-charter-academy/
campus,57831001.0,GATEWAY CHARTER ACADEMY,GATEWAY CHARTER ACADEMY,Gateway Charter Academy,Dallas,D,69,D,64,C,70,D,66,470,10,REGION 10: RICHARDSON,92.1%,Elementary,/districts/gateway-charter-academy/gateway-charter-academy-elementary-school/
campus,57831002.0,GATEWAY CHARTER ACADEMY - MIDDLE -,GATEWAY CHARTER ACADEMY - MIDDLE -,Gateway Charter Academy,Dallas,C,73,D,68,C,75,D,69,288,10,REGION 10: RICHARDSON,88.5%,Elem/Secondary,/districts/gateway-charter-academy/gateway-charter-academy-middlehigh-school/
district,57833.0,EDUCATION CENTER INTERNATIONAL ACA,,Education Center International Aca,Dallas,C,76,C,76,C,75,C,77,595,10,REGION 10: RICHARDSON,55.1%,District,/districts/education-center-international-academy/
campus,57833001.0,EDUCATION CENTER INTERNATIONAL ACA,EDUCATION CENTER INTERNATIONAL ACA,Education Center International Aca,Dallas,C,71,C,72,C,72,D,67,294,10,REGION 10: RICHARDSON,65.3%,Elementary,/districts/education-center-international-academy/mesquite-charter-academy/
campus,57833002.0,EDUCATION CENTER INTERNATIONAL ACA,EDUCATION CENTER INTERNATIONAL ACA,Education Center International Aca,Dallas,C,74,C,74,C,75,C,73,178,10,REGION 10: RICHARDSON,60.1%,Elementary,/districts/education-center-international-academy/education-center-international-academy-at-arlington/
campus,57833003.0,EDUCATION CENTER INTERNATIONAL ACA,EDUCATION CENTER INTERNATIONAL ACA,Education Center International Aca,Dallas,C,73,C,75,F,57,D,69,123,10,REGION 10: RICHARDSON,23.6%,Elementary,/districts/education-center-international-academy/education-center-international-aca/
district,57834.0,EVOLUTION ACADEMY CHARTER SCHOOL,,Evolution Academy Charter School,Dallas,C,77,C,78,C,78,C,70,827,10,REGION 10: RICHARDSON,76.5%,District,/districts/evolution-academy-charter-school/
campus,57834001.0,EVOLUTION ACADEMY CHARTER SCHOOL,EVOLUTION ACADEMY CHARTER SCHOOL,Evolution Academy Charter School,Dallas,D,66,C,79,D,62,F,30,356,10,REGION 10: RICHARDSON,72.8%,High School,/districts/evolution-academy-charter-school/evolution-academy-charter-school/
campus,57834003.0,EVOLUTION ACADEMY BEAUMONT,EVOLUTION ACADEMY BEAUMONT,Evolution Academy Charter School,Dallas,A,91,B,80,B,88,B,88,144,10,REGION 10: RICHARDSON,84.0%,High School,/districts/evolution-academy-charter-school/evolution-academy-beaumont/
campus,57834004.0,EVOLUTION ACADEMY HOUSTON,EVOLUTION ACADEMY HOUSTON,Evolution Academy Charter School,Dallas,C,79,C,78,C,70,B,80,327,10,REGION 10: RICHARDSON,77.4%,High School,/districts/evolution-academy-charter-school/evolution-academy-houston/
district,57835.0,GOLDEN RULE CHARTER SCHOOL,,Golden Rule Charter School,Dallas,A,91,B,82,A,91,A,91,"1,532",10,REGION 10: RICHARDSON,99.7%,District,/districts/golden-rule-charter-school/
campus,57835001.0,GOLDEN RULE CHARTER SCHOOL,GOLDEN RULE CHARTER SCHOOL,Golden Rule Charter School,Dallas,B,84,C,77,B,85,B,83,806,10,REGION 10: RICHARDSON,100.0%,Elem/Secondary,/districts/golden-rule-charter-school/golden-rule-charter-school-illinois-ave-campus/
campus,57835101.0,GOLDEN RULE,GOLDEN RULE,Golden Rule Charter School,Dallas,A,91,A,91,B,89,Not rated,.,122,10,REGION 10: RICHARDSON,96.7%,Elementary,/districts/golden-rule-charter-school/golden-rule-charter-school-sunnyside-campus/
campus,57835102.0,GOLDEN RULE DESOTO,GOLDEN RULE DESOTO,Golden Rule Charter School,Dallas,B,87,B,85,A,91,C,78,218,10,REGION 10: RICHARDSON,100.0%,Elementary,/districts/golden-rule-charter-school/golden-rule-desoto/
campus,57835103.0,GOLDEN RULE SOUTHWEST,GOLDEN RULE SOUTHWEST,Golden Rule Charter School,Dallas,B,84,C,79,B,89,C,73,285,10,REGION 10: RICHARDSON,100.0%,Elementary,/districts/golden-rule-charter-school/golden-rule-southwest/
campus,57835104.0,GOLDEN RULE GRAND PRAIRIE,GOLDEN RULE GRAND PRAIRIE,Golden Rule Charter School,Dallas,A,94,A,93,A,94,Not rated,.,85,10,REGION 10: RICHARDSON,100.0%,Elementary,/districts/golden-rule-charter-school/golden-rule-grand-prairie/
campus,57835105.0,GOLDEN RULE SCHOOLS INC - WILMER,GOLDEN RULE SCHOOLS INC - WILMER,Golden Rule Charter School,Dallas,Not rated,.,Not rated,.,Not rated,.,Not rated,.,16,10,REGION 10: RICHARDSON,100.0%,Elementary,
district,57836.0,ST ANTHONY SCHOOL,,St Anthony School,Dallas,B,87,B,80,B,89,B,83,308,10,REGION 10: RICHARDSON,72.7%,District,/districts/st-anthony-school/
campus,57836041.0,ST ANTHONY SCHOOL,ST ANTHONY SCHOOL,St Anthony School,Dallas,B,84,B,82,B,87,C,77,95,10,REGION 10: RICHARDSON,62.1%,Middle School,/districts/st-anthony-school/st-anthony-school/
campus,57836101.0,ST ANTHONY ACADEMY,ST ANTHONY ACADEMY,St Anthony School,Dallas,C,78,C,73,B,80,C,73,213,10,REGION 10: RICHARDSON,77.5%,Elementary,/districts/st-anthony-school/st-anthony-academy/
district,57839.0,LA ACADEMIA DE ESTRELLAS,,La Academia De Estrellas,Dallas,C,75,C,70,C,76,C,71,"1,096",10,REGION 10: RICHARDSON,86.2%,District,/districts/la-academia-de-estrellas/
campus,57839101.0,LA ACADEMIA DE ESTRELLAS,LA ACADEMIA DE ESTRELLAS,La Academia De Estrellas,Dallas,C,75,C,70,C,76,C,71,"1,096",10,REGION 10: RICHARDSON,86.2%,Elementary,/districts/la-academia-de-estrellas/la-academia-de-estrellas/
district,57840.0,RICHLAND COLLEGIATE HIGH SCHOOL,,Richland Collegiate High School,Dallas,A,98,A,98,A,94,Not rated,.,592,10,REGION 10: RICHARDSON,22.1%,District,/districts/richland-collegiate-high-school-of-math-science-and-engineering/
campus,57840001.0,RICHLAND COLLEGIATE H S OF MATH SC,RICHLAND COLLEGIATE H S OF MATH SC,Richland Collegiate High School,Dallas,A,98,A,98,A,94,Not rated,.,592,10,REGION 10: RICHARDSON,22.1%,High School,/districts/richland-collegiate-high-school-of-math-science-and-engineering/richland-collegiate-high-school-of-math-science-and-engineering/
district,57841.0,CITYSCAPE SCHOOLS,,Cityscape Schools,Dallas,C,72,D,64,C,73,C,71,878,10,REGION 10: RICHARDSON,91.7%,District,/districts/reconciliation-academy/
campus,57841001.0,EAST GRAND PREPARATORY ACADEMY,EAST GRAND PREPARATORY ACADEMY,Cityscape Schools,Dallas,C,72,D,64,C,73,C,71,878,10,REGION 10: RICHARDSON,91.7%,Elem/Secondary,/districts/reconciliation-academy/reconciliation-academy/
district,57844.0,MANARA ACADEMY,,Manara Academy,Dallas,D,69,C,71,C,70,D,63,891,10,REGION 10: RICHARDSON,47.0%,District,/districts/manara-academy/
campus,57844001.0,MANARA LEADERSHIP ACADEMY,MANARA LEADERSHIP ACADEMY,Manara Academy,Dallas,C,78,D,69,B,81,C,71,162,10,REGION 10: RICHARDSON,55.6%,High School,/districts/manara-academy/manara-leadership-academy/
campus,57844101.0,MANARA ACADEMY,MANARA ACADEMY,Manara Academy,Dallas,D,68,C,71,F,58,D,60,432,10,REGION 10: RICHARDSON,39.8%,Elementary,/districts/manara-academy/manara-academy/
campus,57844102.0,MANARA STEM ACADEMY - ARLINGTON,MANARA STEM ACADEMY - ARLINGTON,Manara Academy,Dallas,D,69,D,69,C,70,D,66,297,10,REGION 10: RICHARDSON,52.9%,Elementary,/districts/manara-academy/manara-stem-academy-arlington/
district,57845.0,UME PREPARATORY ACADEMY,,Ume Preparatory Academy,Dallas,A,91,A,92,B,88,B,89,844,10,REGION 10: RICHARDSON,35.3%,District,/districts/ume-preparatory-academy/
campus,57845001.0,UME PREPARATORY ACADEMY,UME PREPARATORY ACADEMY,Ume Preparatory Academy,Dallas,A,92,A,93,B,82,B,89,625,10,REGION 10: RICHARDSON,29.9%,Elem/Secondary,/districts/ume-preparatory-academy/ume-preparatory-academy/
campus,57845002.0,UME PREPARATORY ACADEMY - DUNCANVI,UME PREPARATORY ACADEMY - DUNCANVI,Ume Preparatory Academy,Dallas,C,74,C,77,C,74,D,67,219,10,REGION 10: RICHARDSON,50.7%,Elementary,/districts/ume-preparatory-academy/ume-preparatory-academy-duncanvi/
district,57846.0,LEGACY PREPARATORY,,Legacy Preparatory,Dallas,B,84,C,78,B,89,C,72,"1,390",10,REGION 10: RICHARDSON,76.9%,District,/districts/legacy-preparatory/
campus,57846001.0,LEGACY PREP CHARTER ACADEMY MESQUI,LEGACY PREP CHARTER ACADEMY MESQUI,Legacy Preparatory,Dallas,C,79,B,80,B,82,C,72,"1,037",10,REGION 10: RICHARDSON,82.5%,Elem/Secondary,/districts/legacy-preparatory/legacy-preparatory/
campus,57846003.0,LEGACY PREPARATORY CHARTER ACADEMY,LEGACY PREPARATORY CHARTER ACADEMY,Legacy Preparatory,Dallas,B,82,C,72,B,84,C,78,353,10,REGION 10: RICHARDSON,60.3%,Elem/Secondary,/districts/legacy-preparatory/richardson-campus/
district,57847.0,VILLAGE TECH SCHOOLS,,Village Tech Schools,Dallas,B,83,B,86,B,81,C,77,"1,114",10,REGION 10: RICHARDSON,40.6%,District,/districts/village-tech-schools/
campus,57847001.0,VILLAGE TECH SCHOOLS,VILLAGE TECH SCHOOLS,Village Tech Schools,Dallas,B,83,B,86,B,81,C,77,"1,114",10,REGION 10: RICHARDSON,40.6%,Elem/Secondary,/districts/village-tech-schools/village-tech-schools/
district,57848.0,INTERNATIONAL LEADERSHIP OF TEXAS,,International Leadership Of Texas,Dallas,B,85,B,84,B,89,C,77,"18,261",10,REGION 10: RICHARDSON,63.2%,District,/districts/international-leadership-of-texas/
campus,57848001.0,ILTEXAS GARLAND EL,ILTEXAS GARLAND EL,International Leadership Of Texas,Dallas,C,74,C,73,C,75,C,70,960,10,REGION 10: RICHARDSON,65.2%,Elementary,/districts/international-leadership-of-texas/international-leadership-of-texas-KG-05/
campus,57848002.0,ILTEXAS GARLAND MIDDLE,ILTEXAS GARLAND MIDDLE,International Leadership Of Texas,Dallas,B,81,C,78,B,85,C,70,465,10,REGION 10: RICHARDSON,69.0%,Middle School,/districts/international-leadership-of-texas/international-leadership-of-texas-06-08/
campus,57848003.0,ILTEXAS GARLAND H S,ILTEXAS GARLAND H S,International Leadership Of Texas,Dallas,B,87,B,87,B,88,B,83,622,10,REGION 10: RICHARDSON,61.7%,High School,/districts/international-leadership-of-texas/international-leadership-of-texas-09-12/
campus,57848004.0,ILTEXAS ARLINGTON EL,ILTEXAS ARLINGTON EL,International Leadership Of Texas,Dallas,D,63,D,69,C,70,F,48,811,10,REGION 10: RICHARDSON,71.5%,Elementary,/districts/international-leadership-of-texas/international-leadership-of-texas-KG-05/
campus,57848005.0,ILTEXAS ARLINGTON MIDDLE,ILTEXAS ARLINGTON MIDDLE,International Leadership Of Texas,Dallas,C,79,C,74,B,82,C,71,367,10,REGION 10: RICHARDSON,75.5%,Middle School,/districts/international-leadership-of-texas/international-leadership-of-texas-/
campus,57848006.0,ILTEXAS ARLINGTON-GRAND PRAIRIE H,ILTEXAS ARLINGTON-GRAND PRAIRIE H,International Leadership Of Texas,Dallas,A,91,A,91,A,93,B,86,537,10,REGION 10: RICHARDSON,64.8%,High School,/districts/international-leadership-of-texas/international-leadership-of-texas-09-11/
campus,57848007.0,ILTEXAS KELLER EL,ILTEXAS KELLER EL,International Leadership Of Texas,Dallas,B,89,A,91,B,83,B,85,942,10,REGION 10: RICHARDSON,30.6%,Elementary,/districts/international-leadership-of-texas/international-leadership-of-texas-KG-05/
campus,57848008.0,ILTEXAS KELLER MIDDLE,ILTEXAS KELLER MIDDLE,International Leadership Of Texas,Dallas,B,87,A,91,B,83,C,78,437,10,REGION 10: RICHARDSON,31.6%,Middle School,/districts/international-leadership-of-texas/international-leadership-of-texas-06-08/
campus,57848009.0,ILTEXAS KELLER SAGINAW H S,ILTEXAS KELLER SAGINAW H S,International Leadership Of Texas,Dallas,B,89,A,93,B,85,C,78,542,10,REGION 10: RICHARDSON,36.2%,High School,/districts/international-leadership-of-texas/international-leadership-of-texas-09-11/
campus,57848010.0,ILTEXAS GRAND PRAIRIE EL,ILTEXAS GRAND PRAIRIE EL,International Leadership Of Texas,Dallas,B,82,C,72,B,85,C,76,949,10,REGION 10: RICHARDSON,72.9%,Elementary,/districts/international-leadership-of-texas/international-leadership-of-texas-KG-05/
campus,57848011.0,ILTEXAS GRAND PRAIRIE MIDDLE,ILTEXAS GRAND PRAIRIE MIDDLE,International Leadership Of Texas,Dallas,B,80,C,75,B,82,C,76,453,10,REGION 10: RICHARDSON,74.6%,Middle School,/districts/international-leadership-of-texas/intl-leadership-of-texas-middle-/
campus,57848012.0,ILTEXAS NORTH RICHLAND HILLS EL,ILTEXAS NORTH RICHLAND HILLS EL,International Leadership Of Texas,Dallas,D,69,C,70,C,70,D,68,933,10,REGION 10: RICHARDSON,59.9%,Elementary,/districts/international-leadership-of-texas/intl-leadership-of-texas-es-n-ri/
campus,57848013.0,ILTEXAS NORTH RICHLAND HILLS MIDDL,ILTEXAS NORTH RICHLAND HILLS MIDDL,International Leadership Of Texas,Dallas,B,81,C,77,B,84,C,74,424,10,REGION 10: RICHARDSON,68.4%,Middle School,/districts/international-leadership-of-texas/intl-leadership-of-texas-ms-n-ric/
campus,57848014.0,ILTEXAS KATY EL,ILTEXAS KATY EL,International Leadership Of Texas,Dallas,C,75,C,75,C,72,C,76,906,10,REGION 10: RICHARDSON,52.8%,Elementary,/districts/international-leadership-of-texas/international-leadership-of-texas-KG-05/
campus,57848015.0,ILTEXAS KATY MIDDLE,ILTEXAS KATY MIDDLE,International Leadership Of Texas,Dallas,B,82,C,79,B,83,C,79,374,10,REGION 10: RICHARDSON,60.7%,Middle School,/districts/international-leadership-of-texas/international-leadership-of-texas-06-08/
campus,57848016.0,ILTEXAS WESTPARK EL,ILTEXAS WESTPARK EL,International Leadership Of Texas,Dallas,C,74,C,70,C,74,C,73,898,10,REGION 10: RICHARDSON,78.0%,Elementary,/districts/international-leadership-of-texas/international-leadership-of-texas-KG-05/
campus,57848017.0,ILTEXAS WESTPARK MIDDLE,ILTEXAS WESTPARK MIDDLE,International Leadership Of Texas,Dallas,C,79,C,74,B,81,C,73,402,10,REGION 10: RICHARDSON,74.6%,Middle School,/districts/international-leadership-of-texas/international-leadership-of-texas-06-08/
campus,57848019.0,ILTEXAS LANCASTER EL,ILTEXAS LANCASTER EL,International Leadership Of Texas,Dallas,D,64,F,56,D,65,D,63,826,10,REGION 10: RICHARDSON,82.1%,Elementary,
campus,57848020.0,ILTEXAS LANCASTER MIDDLE,ILTEXAS LANCASTER MIDDLE,International Leadership Of Texas,Dallas,C,74,D,67,C,75,C,71,418,10,REGION 10: RICHARDSON,81.1%,Middle School,
campus,57848021.0,ILTEXAS EAST FORT WORTH EL,ILTEXAS EAST FORT WORTH EL,International Leadership Of Texas,Dallas,D,69,F,54,C,70,D,68,785,10,REGION 10: RICHARDSON,71.0%,Elementary,
campus,57848022.0,ILTEXAS EAST FORT WORTH MIDDLE,ILTEXAS EAST FORT WORTH MIDDLE,International Leadership Of Texas,Dallas,D,61,D,62,D,60,D,60,345,10,REGION 10: RICHARDSON,67.2%,Middle School,
campus,57848023.0,ILTEXAS SAGINAW EL,ILTEXAS SAGINAW EL,International Leadership Of Texas,Dallas,C,70,C,71,D,62,D,66,940,10,REGION 10: RICHARDSON,52.0%,Elementary,
campus,57848024.0,ILTEXAS SAGINAW MIDDLE,ILTEXAS SAGINAW MIDDLE,International Leadership Of Texas,Dallas,C,75,C,75,C,77,C,71,386,10,REGION 10: RICHARDSON,57.5%,Middle School,
campus,57848025.0,ILTEXAS HOUSTON WINDMILL LAKES EL,ILTEXAS HOUSTON WINDMILL LAKES EL,International Leadership Of Texas,Dallas,C,74,D,60,C,75,C,71,883,10,REGION 10: RICHARDSON,62.7%,Elementary,
campus,57848026.0,ILTEXAS HOUSTON WINDMILL LAKES MID,ILTEXAS HOUSTON WINDMILL LAKES MID,International Leadership Of Texas,Dallas,C,70,D,69,D,66,C,71,402,10,REGION 10: RICHARDSON,62.2%,Middle School,
campus,57848027.0,ILTEXAS HOUSTON OREM EL,ILTEXAS HOUSTON OREM EL,International Leadership Of Texas,Dallas,F,45,F,50,F,51,F,30,815,10,REGION 10: RICHARDSON,85.0%,Elementary,
campus,57848028.0,ILTEXAS HOUSTON OREM MIDDLE,ILTEXAS HOUSTON OREM MIDDLE,International Leadership Of Texas,Dallas,F,48,F,52,F,55,F,30,343,10,REGION 10: RICHARDSON,86.6%,Middle School,
campus,57848029.0,ILTEXAS EAST FORT WORTH NORTH RICH,ILTEXAS EAST FORT WORTH NORTH RICH,International Leadership Of Texas,Dallas,F,58,F,53,F,58,Not rated,.,28,10,REGION 10: RICHARDSON,60.7%,High School,
campus,57848030.0,ILTEXAS COLLEGE STATION EL,ILTEXAS COLLEGE STATION EL,International Leadership Of Texas,Dallas,C,71,C,75,D,63,D,62,759,10,REGION 10: RICHARDSON,40.4%,Elementary,
campus,57848031.0,ILTEXAS COLLEGE STATION MIDDLE,ILTEXAS COLLEGE STATION MIDDLE,International Leadership Of Texas,Dallas,C,70,C,77,D,69,F,53,205,10,REGION 10: RICHARDSON,42.4%,Middle School,
campus,57848032.0,ILTEXAS LANCASTER DESOTO H S,ILTEXAS LANCASTER DESOTO H S,International Leadership Of Texas,Dallas,A,92,B,82,B,89,A,100,44,10,REGION 10: RICHARDSON,86.4%,High School,
campus,57848033.0,ILTEXAS HOUSTON WINDMILL LAKES ORE,ILTEXAS HOUSTON WINDMILL LAKES ORE,International Leadership Of Texas,Dallas,D,65,F,57,D,64,D,67,60,10,REGION 10: RICHARDSON,76.7%,High School,
district,57849.0,TRINITY ENVIRONMENTAL ACADEMY,,Trinity Environmental Academy,Dallas,D,64,F,56,D,66,D,60,298,10,REGION 10: RICHARDSON,97.0%,District,/districts/trinity-environmental-academy/
campus,57849001.0,TRINITY ENVIRONMENTAL ACADEMY,TRINITY ENVIRONMENTAL ACADEMY,Trinity Environmental Academy,Dallas,F,45,F,50,F,52,F,30,199,10,REGION 10: RICHARDSON,96.5%,Elementary,/districts/trinity-environmental-academy/trinity-environmental-academy/
campus,57849002.0,TRINITY ENVIRONMENTAL ACADEMY,TRINITY ENVIRONMENTAL ACADEMY,Trinity Environmental Academy,Dallas,B,82,B,83,B,83,B,80,99,10,REGION 10: RICHARDSON,98.0%,Middle School,
district,57850.0,PIONEER TECHNOLOGY & ARTS ACADEMY,,Pioneer Technology & Arts Academy,Dallas,A,90,A,90,A,91,B,89,618,10,REGION 10: RICHARDSON,59.9%,District,/districts/pioneer-technology-arts-academy/
campus,57850001.0,PIONEER TECHNOLOGY (PTAA) MESQUITE,PIONEER TECHNOLOGY (PTAA) MESQUITE,Pioneer Technology & Arts Academy,Dallas,B,88,B,86,A,90,B,84,345,10,REGION 10: RICHARDSON,73.3%,Elem/Secondary,/districts/pioneer-technology-arts-academy/pioneer-technology-ptaa-mesquite/
campus,57850002.0,PIONEER TECHNOLOGY (PTAA) GREENVIL,PIONEER TECHNOLOGY (PTAA) GREENVIL,Pioneer Technology & Arts Academy,Dallas,A,91,A,91,A,90,A,90,230,10,REGION 10: RICHARDSON,47.0%,Elem/Secondary,/districts/pioneer-technology-arts-academy/pioneer-technology-ptaa-greenvil/
campus,57850003.0,PIONEER TECHNOLOGY (PTAA) FATE,PIONEER TECHNOLOGY (PTAA) FATE,Pioneer Technology & Arts Academy,Dallas,A,93,A,91,A,93,Not rated,.,43,10,REGION 10: RICHARDSON,20.9%,Middle School,
district,57851.0,BRIDGEWAY PREPARATORY ACADEMY,,Bridgeway Preparatory Academy,Dallas,Not rated,.,Not rated,.,Not rated,.,Not rated,.,23,10,REGION 10: RICHARDSON,30.4%,District,
campus,57851101.0,BRIDGEWAY PREPARATORY ACADEMY,BRIDGEWAY PREPARATORY ACADEMY,Bridgeway Preparatory Academy,Dallas,Not rated,.,Not rated,.,Not rated,.,Not rated,.,23,10,REGION 10: RICHARDSON,30.4%,Elementary,
district,57903.0,CARROLLTON-FARMERS BRANCH ISD,,Carrollton-Farmers Branch ISD,Dallas,B,89,B,87,B,89,B,89,"25,525",10,REGION 10: RICHARDSON,65.4%,District,/districts/carrollton-farmers-branch-isd/
campus,57903001.0,TURNER H S,TURNER H S,Carrollton-Farmers Branch ISD,Dallas,B,83,B,85,B,86,C,75,"2,127",10,REGION 10: RICHARDSON,72.7%,High School,/districts/carrollton-farmers-branch-isd/turner-high-school/
campus,57903002.0,SMITH H S,SMITH H S,Carrollton-Farmers Branch ISD,Dallas,B,82,B,85,B,85,C,76,"1,966",10,REGION 10: RICHARDSON,68.6%,High School,/districts/carrollton-farmers-branch-isd/smith-high-school/
campus,57903003.0,GRIMES EDUCATION CENTER,GRIMES EDUCATION CENTER,Carrollton-Farmers Branch ISD,Dallas,B,83,B,80,Not rated,.,Not rated,.,58,10,REGION 10: RICHARDSON,56.9%,High School,/districts/carrollton-farmers-branch-isd/grimes-education-center/
campus,57903005.0,SALAZAR DISTRICT ALTERNATIVE EDUCA,SALAZAR DISTRICT ALTERNATIVE EDUCA,Carrollton-Farmers Branch ISD,Dallas,Not rated,.,Not rated,.,Not rated,.,Not rated,.,80,10,REGION 10: RICHARDSON,78.8%,Elem/Secondary,/districts/carrollton-farmers-branch-isd/salazar-district-alternative-education-program/
campus,57903006.0,CREEKVIEW H S,CREEKVIEW H S,Carrollton-Farmers Branch ISD,Dallas,B,87,B,89,B,87,B,83,"1,866",10,REGION 10: RICHARDSON,52.3%,High School,/districts/carrollton-farmers-branch-isd/creekview-high-school/
campus,57903007.0,RANCHVIEW H S,RANCHVIEW H S,Carrollton-Farmers Branch ISD,Dallas,B,86,B,86,B,83,B,87,910,10,REGION 10: RICHARDSON,51.6%,High School,/districts/carrollton-farmers-branch-isd/ranchview-high-school/
campus,57903009.0,DALLAS COUNTY JJAEP CFB CAMPUS,DALLAS COUNTY JJAEP CFB CAMPUS,Carrollton-Farmers Branch ISD,Dallas,Not rated,.,Not rated,.,Not rated,.,Not rated,.,6,10,REGION 10: RICHARDSON,83.3%,High School,/districts/carrollton-farmers-branch-isd/cfb-campus-dallas-jjaep/
campus,57903010.0,EARLY COLLEGE H S,EARLY COLLEGE H S,Carrollton-Farmers Branch ISD,Dallas,A,99,A,98,A,97,A,100,337,10,REGION 10: RICHARDSON,78.0%,High School,/districts/carrollton-farmers-branch-isd/early-college-high-school/
campus,57903041.0,FIELD MIDDLE,FIELD MIDDLE,Carrollton-Farmers Branch ISD,Dallas,C,77,C,72,B,81,D,67,"1,028",10,REGION 10: RICHARDSON,82.2%,Middle School,/districts/carrollton-farmers-branch-isd/field-middle-school/
campus,57903042.0,PERRY MIDDLE,PERRY MIDDLE,Carrollton-Farmers Branch ISD,Dallas,B,89,B,81,A,90,B,85,"1,000",10,REGION 10: RICHARDSON,76.8%,Middle School,/districts/carrollton-farmers-branch-isd/perry-middle-school/
